No te rindas, aún estás a tiempo	Ani reñeme'ẽ, ikatu gueterei	
Su padre fue el pastor bautista Martin Luther King y su madre Alberta Williams King.	Itúva, pa'I bautista, herava'ekue Martin Luther King ha isýkatu Alberta Williams King.	
Su nombre original -al igual que su padre- fue Michael pero su padre lo cambió por Martin Luther en homenaje a Martín Lutero.	Héra ypykue -itúvaicha- Michael, itúva omyengoviava'ekue Martin Luther rehe ohechakuaávo Martín Lutero-pe.	
Esto ocurrió durante un viaje a Alemania hacia el año 1934.	Ko mba'e ojehúkuri ohorõguare hikuái Alemania retãme ary 1934 rupi.	
Martin tuvo una hermana llamada Christine y un hermano menor llamado Alfred.	Martin reindy héra Christine ha ityvýra katu Alfred.	
Martin Luther se casó en el año 1953 con Coretta Scott con quien tuvo cuatro hijos (Yolanda, Martin, Dexter y Bernice).	Martin Luther ombojoaju hekove Coretta Scott rehe, ha'ekuéra omendákuri ary 1953-pe ha oguerekókuri irundy ñemoñare (Yolanda, Martin, Dexter ha Bernice).	
Desde niño Martin Luther King sintió la discriminación por ser negro.	Imitã guive Martin Luther King oñandúmakuri pe ñemboyke ipirehũhaguére.	
Se cuenta que tenía 6 años cuando dos amigos blancos le dijeron que no podían jugar con él porque era negro.	Orekórõguare 6 ay mokõi iñangirũ he'íkuri chupe ndaikatuiha oñembosarái hendive ipirehũhaguére.	
Inició sus estudios en Atlanta y a los 15 años ingresó al Morehouse College que era una universidad para los jóvenes de color, donde en el año 1948 se graduó en Sociología; pasando al Crozer Theological Seminary en Chester, Pensilvania donde se hizo Licenciado en Teología, en el año 1951.	Oñemoarandu'ypýkuri Atlanta-pe ha 15 ary ombotývo oikékuri Morehouse College-pe ha'éva mbo'ehaovusu mitãrusu ipirehũvape ĝuarã, upépe ary 1948-pe omohu'ã iñemoarandu Avano'õkuaatýpe; upégui ohasa CrozerTheological Seminary oĩva Chester, Pensilvania-pe oikohaguépe chugui Tupãkuaatyhára, ary 1951-pe.	
A continuación estudió en la Universidad de Boston donde, en el año 1955, se hizo Doctor en Filosofía.	Upe rire oho oñemoarandu Boston Mbo'ehaovusúpe oikohaguépe chugui, ary 1955-pe, Tembikuaajára Arandupykuaatýpe.	
A lo largo de su juventud y por toda su vida lideró un gran movimiento que por medios pacíficos reclamó el trato igualitario para los negros.	Imitãrusúpe ha hekove pukukue javeve omotenondékuri peteĩ ñemongu'e py'aguapy rekópe ohekava'ekue tekojoja mayma ipirehũvape ĝuarã.	
Entre sus acciones más recordadas, se mencionan: el boicot de ómnibus de Montgomery, en el año 1955; y la marcha por el trabajo y la libertad realizada en Washington, en el año 1963; donde pronunció su famoso discurso “Tengo un sueño”.	Hembiapokue ojehecharamovéva apytépe, oĩ: mba'yruguata ñemombyta Montgomery-pe, ary 1955-pe; ha guatapuku mba'apo ha tekosãsoguigua ojejapova'ekue Washington-pe, ary 1963-pe; ohendukahaguépe iñe'ẽsyry herakuãvéva “Areko peteĩ kerayvoty”.	
La mayor parte de sus reclamos fueron escuchados y aprobados en la “Ley de los derechos civiles” y en la “Ley del derecho a voto”.	Heta umi imba'ejerure oñehendu ha oñemboajékuri “Ava rekopy léipe” ha “Jeporavoguigua léipe”.	
Por su incansable labor a favor de los negros, por el no a la guerra y por la reivindicación de los pobres, Martín Luther King recibió en el año 1964 el Premio Nobel de la Paz.	Hembiapo kane'õ'ỹre ipirehũva rayhupápe, avei ombotovére ñorairõ ha ojepy'apýre mboriahukuérare, Martin Luther King ohupytýkuri, ary 1964-pe, Nobel Jopói Py'aguapyguigua.	
En el año 1977, el Presidente Jimmy Carter le otorgó de manera póstuma la Medalla Presidencial de la Libertad; y en el año 2004, se le otorgó la Medalla de Oro del Congreso de los Estados Unidos.	Ary 1977-pe, Tetãruvicha Jimmy Carter ome'ẽkuri chupe, omanoriréma, Tetãruvicha Pyti'ajegua Tekosãsogua; ha ary 2004-pe, oñeme'ẽkuri chupe Estados Unidos Amandajevusu Pyti'ajegua Itajúgui.	
Martin Luther King fue asesinado en Menphis, Estados Unidos; el día 4 de abril del año 1968, cuando se aprestaba a liderar una gran manifestación en contra de la guerra de Vietnam y de la pobreza.	Martin Luther King niko ojejukákuri Menphis, Estados Unidos-pe, ára 4 jasyrundy ary 1968-pe, oñembosako'i jave oho haĝua omotenonde peteĩ ñemongu'e guasu Vietnam-me opa haĝua ñorairõ ha ojehechakuaa haĝua mboriahukuéra remikotevẽ.	
Tengo un sueño, un solo sueño, seguir soñando.	Areko peteĩ kerayvoty, peteĩ kerayvoty añónte, ha'éva kerayvotyseve.	
Soñar con la libertad, soñar con la justicia, soñar con la igualdad y ojalá!... ya no tuviera necesidad de soñarlas.	Che kerayvotýpe oĩ tekosãso, che kerayvotýpe oĩ tekojoja, che kerayvotýpe oĩ tekopeteĩ ha nga'ura'e che kerayvoty amoañete.	
Soñar a mis hijos, grandes, sanos, felices, volando con sus alas, sin olvidar nunca el nido.	Che kerayvotýpe ahecha che ñemoñarépe kakuaapyre, hesãi ha ivy'apavérõ ovevéramo ijehegui, hesarai'ỹre araka'eve haitýgui.	
Soñar con el amor, con amar y ser amado dando todo sin medirlo recibiendo todo sin pedirlo.	Che kerayvotýpe ahecha mborayhu ahecha aporohayhurõ ha oĩha cherayhúva añeme'ẽhápe ha'e'ỹre mboýpa ha aipyhyhápe opa mba'e ajerure'ỹre.	
Soñar con la paz en el mundo, en mi país... en mí mismo, y quién sabe cuál es más difícil de alcanzar.	Che kerayvotýpe ahecha py'aguapy ko yvórape, che retãme ha… chepype ha oiménepa oĩ oikuaáva umíva apytépe mávapa hasyvéva ojehupyty.	
Soñar que mis cabellos, que ralean y se blanquean, no impiden que mi mente y mi corazón sigan jóvenes, y se animen a la aventura, sigan niños y conserven la capacidad de jugar.	Che kerayvotýpe ahecha che akãrague ho'a ho'a ha iñapatĩ ñepyrũvo ha jepémo upéicha che apytu'ũ ha che ñe'ã akóinte ipyahu ha mokõive toheka mba'ekuaa'ỹ apo katui taimitã ha ani ogue chuguikuéra ñembosarái reko.	
Soñar que tendré la fuerza, la voluntad y el coraje para ayudar a concretar mis sueños en lugar de pedir por milagros que no merecería.	Che kerayvotýpe ahecha ikatutaha chepu'aka, chekyre'ỹ ha chepy'aguasu amoañete haĝua umi che kerayvoty tekotevẽ'ỹre ahupyty umi mba'e po'a pytyvõ rupive.	
Soñar que cuando llegue al final podré decir que viví soñando y que mi vida fue un sueño soñado en una larga y plácida noche de la eternidad.	Che kerayvotýpe ahecha ku aĝuahẽvo che rekove pahápe ikatutaha ha'e tapiaite aikohague kerayvoty pópe ha che rekove ha'ehague peteĩ kerayvoty kepeguare ojehúva peteĩ pyhare puku ha hekororývape Ko arapy ijapyra'ỹvape.	
